account_id,username,platform,follower_count,posts_per_week,engagement_rate,ad_spend_(usd),conversion_rate,campaign_reach,follower_category,engagement_level,posting_intensity
1178,brookegalloway,Twitter,690624,4,0.102,429.01,0.0454,6393,Large,High,Medium
1179,hayespamela,Instagram,497175,5,0.0856,872.77,0.0307,25641,Medium,Medium,Medium
1180,gregory84,Twitter,954787,5,0.0856,352.48,0.0423,21893,Large,Medium,Medium
1181,mcculloughedward,Instagram,638670,1,0.102,139.9,0.0321,23828,Medium,High,Low
1182,dawnwilkerson,Twitter,195871,6,0.0986,643.57,0.0398,5692,Small,Medium,High
1183,john77,Twitter,658164,4,0.0856,274.72,0.0488,48662,Medium,Medium,Medium
1184,oprice,TikTok,227722,1,0.0834,254.87,0.042,31146,Small,Low,Low
1185,leemorales,Twitter,388738,4,0.0834,774.51,0.0275,19405,Medium,Low,Medium
1186,mullinsalicia,Instagram,29590,5,0.0856,710.67,0.0332,16126,Small,Medium,Medium
1187,rebeccapatrick,Facebook,207463,2,0.0834,898.66,0.0175,10530,Small,Low,Low
1188,garciakatherine,Instagram,964842,5,0.0642,330.78,0.0191,45328,Large,Low,Medium
1189,gilbertdavid,Twitter,424599,5,0.102,485.39,0.0114,45238,Medium,High,Medium
1190,david74,Facebook,91476,1,0.0986,611.1,0.0496,37404,Small,Medium,Low
1191,aliciajohns,TikTok,888369,2,0.0642,510.8,0.0264,11925,Large,Low,Low
1192,conradlaura,Twitter,609960,1,0.0986,858.82,0.012,27655,Medium,Medium,Low
1193,cynthiagraham,LinkedIn,942141,5,0.0856,539.03,0.0497,6433,Large,Medium,Medium
1194,danielharper,Instagram,856844,4,0.0986,975.52,0.0404,24803,Large,Medium,Medium
1195,lauragarcia,Facebook,626841,4,0.0986,228.19,0.0261,23476,Medium,Medium,Medium
1196,ashley37,Twitter,737926,5,0.0834,284.36,0.0392,29678,Large,Low,Medium
1197,smurray,LinkedIn,399694,2,0.0642,189.36,0.0306,40983,Medium,Low,Low
1198,scott72,TikTok,399748,6,0.0986,353.04,0.0101,22928,Medium,Medium,High
1199,olopez,Instagram,38246,1,0.0856,763.11,0.0359,42950,Small,Medium,Low
1200,tylermartin,Facebook,273761,6,0.0986,521.24,0.041,30421,Small,Medium,High
1201,xcruz,Facebook,507612,5,0.102,120.74,0.0341,32502,Medium,High,Medium
1202,wendylee,Facebook,182413,6,0.0986,907.34,0.0235,32516,Small,Medium,High
1203,lbaldwin,TikTok,977179,4,0.0986,81.94,0.0397,24670,Large,Medium,Medium
1204,michael65,Instagram,191509,3,0.0856,596.41,0.0274,22391,Small,Medium,Low
1205,hardyjames,Facebook,582720,1,0.0986,905.43,0.0466,14874,Medium,Medium,Low
1206,ybrock,Facebook,642870,2,0.0986,643.57,0.0269,12987,Medium,Medium,Low
1207,xgarcia,Twitter,549116,6,0.102,822.81,0.0429,36254,Medium,High,High
1208,qramos,Twitter,58767,2,0.102,546.44,0.0345,19660,Small,High,Low
1209,wmercado,TikTok,559860,1,0.0986,383.19,0.0468,12416,Medium,Medium,Low
1210,allen72,LinkedIn,37789,6,0.0642,215.08,0.0263,46514,Small,Low,High
1211,pjones,Twitter,315278,7,0.102,175.95,0.0437,28635,Small,High,High
1212,elizabeth54,LinkedIn,183189,3,0.0856,139.38,0.0137,33310,Small,Medium,Low
1213,mullinsalicia,Instagram,928333,5,0.0986,150.31,0.0496,11646,Large,Medium,Medium
1214,ashley80,LinkedIn,110224,4,0.0642,129.94,0.0471,15698,Small,Low,Medium
1215,patricia15,LinkedIn,323601,4,0.0834,374.56,0.0303,16513,Small,Low,Medium
1216,cthompson,Instagram,544166,6,0.102,888.27,0.0249,26994,Medium,High,High
1217,paul06,Facebook,822397,1,0.0856,84.87,0.043,15924,Large,Medium,Low
1218,parsonsmichael,TikTok,864377,5,0.0986,774.51,0.0208,31392,Large,Medium,Medium
1219,mary46,LinkedIn,968509,7,0.0986,730.24,0.0275,43586,Large,Medium,High
1220,vvega,Twitter,534922,5,0.0856,881.41,0.0379,47498,Medium,Medium,Medium
1221,cooklinda,TikTok,410788,3,0.102,672.69,0.0274,44192,Medium,High,Low
1222,andersonjuan,Facebook,290021,7,0.0834,103.15,0.0426,12201,Small,Low,High
1223,flemingrichard,Facebook,843878,4,0.102,801.17,0.0358,23026,Large,High,Medium
1224,henrydominique,Facebook,799914,7,0.0834,239.32,0.0106,40000,Large,Low,High
1225,lewisjessica,Twitter,136057,2,0.0986,160.84,0.0218,13220,Small,Medium,Low
1226,grobinson,Twitter,228703,5,0.0834,226.55,0.0345,2554,Small,Low,Medium
1227,michelle11,Twitter,536439,1,0.0856,913.87,0.0181,38966,Medium,Medium,Low
1228,tiffanyferrell,Twitter,879374,6,0.0642,473.76,0.0196,22206,Large,Low,High
1229,tiffanystevens,LinkedIn,753558,1,0.0856,651.28,0.0172,26202,Large,Medium,Low
1230,robert31,LinkedIn,171041,1,0.0834,343.96,0.0202,28812,Small,Low,Low
1231,ngray,Facebook,805368,3,0.0642,915.43,0.0133,17962,Large,Low,Low
1232,dannylee,Instagram,371781,1,0.0834,521.96,0.0471,40491,Medium,Low,Low
1233,clarkdavid,Instagram,645650,3,0.0856,152.61,0.0321,48285,Medium,Medium,Low
1234,laura55,Instagram,848759,6,0.102,640.57,0.0499,18086,Large,High,High
1235,lisa14,Twitter,707845,4,0.0856,433.83,0.0133,18439,Large,Medium,Medium
1236,websterchristina,LinkedIn,884149,6,0.0642,919.05,0.0419,25263,Large,Low,High
1237,molinaisaac,TikTok,969918,1,0.0986,209.6,0.0148,35415,Large,Medium,Low
1238,vdavila,LinkedIn,415133,5,0.0986,955.8,0.0166,2273,Medium,Medium,Medium
1239,romerocalvin,TikTok,698179,6,0.0986,104.69,0.0297,20425,Large,Medium,High
1240,zwilliams,LinkedIn,823055,5,0.102,383.32,0.0284,2130,Large,High,Medium
1241,ronnie15,Twitter,692601,4,0.0856,984.08,0.0369,41769,Large,Medium,Medium
1242,jonathan39,TikTok,175832,1,0.102,801.28,0.0111,35749,Small,High,Low
1243,ybrock,TikTok,51333,3,0.0986,286.58,0.0227,27025,Small,Medium,Low
1244,parsonsashley,LinkedIn,851044,6,0.102,831.16,0.0159,34579,Large,High,High
1245,lsaunders,LinkedIn,232287,7,0.102,278.81,0.0219,32782,Small,High,High
1246,jeffery32,Instagram,367431,7,0.0834,352.12,0.0402,22351,Medium,Low,High
1247,xlindsey,Facebook,568113,6,0.102,133.64,0.0351,46396,Medium,High,High
1248,jennifer98,Facebook,923057,4,0.0834,799.04,0.0154,30827,Large,Low,Medium
1249,jeffersonmason,TikTok,340281,4,0.0642,982.29,0.0313,47487,Small,Low,Medium
1250,snicholson,LinkedIn,194896,7,0.102,382.74,0.032,1611,Small,High,High
1251,bettyray,Facebook,984007,1,0.0642,928.28,0.0171,11815,Large,Low,Low
1252,gutierreznicholas,Facebook,773266,2,0.0856,439.08,0.0328,40111,Large,Medium,Low
1253,christopherbarnes,TikTok,427556,3,0.0986,676.94,0.0125,32139,Medium,Medium,Low
1254,matthew40,Instagram,293477,6,0.0856,728.88,0.0321,2227,Small,Medium,High
1255,tiffanystevens,LinkedIn,126844,4,0.0856,582.66,0.0273,19609,Small,Medium,Medium
1256,lpierce,Facebook,6308,1,0.0986,430.4,0.0371,20554,Small,Medium,Low
1257,kennedykayla,Twitter,576603,5,0.0856,694.28,0.0304,48558,Medium,Medium,Medium
1258,tammy29,TikTok,952779,5,0.0986,166.55,0.039,15533,Large,Medium,Medium
1259,keith55,LinkedIn,260729,2,0.0642,360.29,0.0483,16327,Small,Low,Low
1260,laura55,LinkedIn,653087,3,0.0642,867.57,0.041,7105,Medium,Low,Low
1261,michael65,Twitter,723169,4,0.102,955.8,0.0366,42009,Large,High,Medium
1262,meghan87,Twitter,454510,3,0.102,224.07,0.0389,13871,Medium,High,Low
1263,ewilliams,Twitter,173119,7,0.102,510.8,0.0443,28206,Small,High,High
1264,mcintoshrobert,Twitter,265930,6,0.0834,148.83,0.0335,38990,Small,Low,High
1265,perryrichard,TikTok,755315,3,0.0856,742.79,0.0381,30170,Large,Medium,Low
1266,whitedanielle,Facebook,819287,7,0.0986,518.83,0.043,30326,Large,Medium,High
1267,sriley,Twitter,217022,3,0.0834,565.07,0.0381,24462,Small,Low,Low
1268,zobrien,Facebook,865108,6,0.102,778.33,0.048,34277,Large,High,High
1269,alexandra95,LinkedIn,971905,2,0.0642,456.61,0.0149,13808,Large,Low,Low
1270,smack,Facebook,48560,4,0.0986,972.62,0.0265,38041,Small,Medium,Medium
1271,clarkdavid,Facebook,289123,5,0.0642,762.66,0.0444,45018,Small,Low,Medium
1272,jennifer41,TikTok,508611,1,0.0834,713.93,0.0413,8394,Medium,Low,Low
1273,martinjoseph,Twitter,974238,2,0.0856,669.64,0.0249,23852,Large,Medium,Low
1274,justin17,LinkedIn,128124,7,0.0856,727.33,0.0192,27338,Small,Medium,High
1275,larry14,Twitter,833809,2,0.0834,602.6,0.0443,37297,Large,Low,Low
1276,ujohnson,Instagram,607560,5,0.102,666.13,0.0161,17052,Medium,High,Medium
1277,xcruz,Twitter,594928,3,0.0642,602.23,0.0228,14223,Medium,Low,Low
1278,kwashington,Facebook,8875,2,0.102,323.63,0.0458,43364,Small,High,Low
1279,perryrichard,Instagram,375321,5,0.0856,208.78,0.0133,48382,Medium,Medium,Medium
1280,kwashington,TikTok,386586,6,0.0986,429.58,0.0116,24745,Medium,Medium,High
1281,victoria05,Facebook,680805,4,0.102,218.95,0.0261,49818,Large,High,Medium
1282,bbarber,Facebook,817652,6,0.0856,291.47,0.0221,17309,Large,Medium,High
1283,ryan77,Facebook,919547,7,0.0642,496.08,0.0147,44632,Large,Low,High
1284,robert05,LinkedIn,903064,7,0.102,867.62,0.0234,42560,Large,High,High
1285,michael16,LinkedIn,416286,7,0.102,276.5,0.0492,21676,Medium,High,High
1286,gregoryrodriguez,Instagram,491440,4,0.0834,780.39,0.0487,1823,Medium,Low,Medium
1287,snyderryan,Instagram,104873,4,0.0986,715.37,0.0231,40887,Small,Medium,Medium
1288,jesse39,Instagram,937429,5,0.102,318.74,0.0426,6503,Large,High,Medium
1289,rachelsnyder,TikTok,803567,2,0.0856,681.75,0.016,39143,Large,Medium,Low
1290,lopezsusan,Twitter,639936,5,0.102,913.87,0.0204,7892,Medium,High,Medium
1291,sharondillon,Twitter,218959,7,0.0986,511.26,0.0328,13217,Small,Medium,High
1292,andersonjuan,Instagram,949004,2,0.0856,652.74,0.0201,2833,Large,Medium,Low
1293,elizabethcombs,Twitter,104590,5,0.0986,652.74,0.021,6473,Small,Medium,Medium
1294,stacey77,Twitter,943527,1,0.0834,456.61,0.0441,38343,Large,Low,Low
1295,trobinson,LinkedIn,820471,6,0.0642,993.14,0.0196,47646,Large,Low,High
1296,allison03,Facebook,682438,5,0.0834,522.77,0.0219,32529,Large,Low,Medium
1297,garciajustin,TikTok,279226,3,0.0834,298.95,0.0274,27037,Small,Low,Low
1298,kaylasmith,LinkedIn,203131,7,0.0856,719.2,0.0451,4712,Small,Medium,High
1299,ian14,Twitter,902809,3,0.0834,402.45,0.0294,18361,Large,Low,Low
1300,lpierce,Instagram,761168,1,0.0834,575.94,0.0202,24946,Large,Low,Low
1301,vdavila,LinkedIn,741204,5,0.0642,286.17,0.0489,16075,Large,Low,Medium
1302,dylansmith,Twitter,915039,7,0.0986,578.37,0.0174,32616,Large,Medium,High
1303,andre58,Facebook,202995,5,0.0834,592.26,0.0327,25557,Small,Low,Medium
1304,wrightnorman,TikTok,176293,4,0.0856,291.47,0.0483,42950,Small,Medium,Medium
1305,tiffany85,LinkedIn,89892,5,0.0834,538.1,0.013,16761,Small,Low,Medium
1306,taylornathan,Facebook,694166,4,0.0642,987.85,0.0128,9473,Large,Low,Medium
1307,stevensondesiree,Instagram,570495,1,0.102,170.85,0.0392,13526,Medium,High,Low
1308,cooksteven,TikTok,717849,5,0.0642,380.39,0.0369,13973,Large,Low,Medium
1309,hernandezpatricia,LinkedIn,130825,2,0.0642,973.62,0.0337,40322,Small,Low,Low
1310,lauragarcia,TikTok,32658,1,0.0834,139.38,0.0166,34890,Small,Low,Low
1311,robinparsons,TikTok,918497,7,0.102,85.1,0.0191,48053,Large,High,High
1312,kevingarcia,LinkedIn,591925,5,0.0642,55.4,0.0298,6322,Medium,Low,Medium
1313,ewalters,Facebook,442434,4,0.0856,825.22,0.0472,18491,Medium,Medium,Medium
1314,adunn,Instagram,624124,1,0.0834,469.53,0.0226,25811,Medium,Low,Low
1315,jconner,LinkedIn,632289,1,0.0986,537.38,0.0137,35464,Medium,Medium,Low
1316,aryan,LinkedIn,574614,7,0.0642,573.91,0.0186,36613,Medium,Low,High
1317,beth19,Instagram,99936,2,0.0642,845.29,0.0348,3531,Small,Low,Low
1318,ubecker,Twitter,370492,7,0.0986,940.02,0.0366,40842,Medium,Medium,High
1319,jacksongerald,Twitter,331988,1,0.0834,413.32,0.0187,30151,Small,Low,Low
1320,perryrichard,Twitter,90194,4,0.0834,535.84,0.0123,33609,Small,Low,Medium
1321,jennifersanchez,Twitter,922772,6,0.102,466.92,0.0193,27520,Large,High,High
1322,pblackwell,LinkedIn,979317,7,0.0834,284.36,0.0222,33530,Large,Low,High
1323,michaellee,Twitter,488163,1,0.102,356.29,0.048,46318,Medium,High,Low
1324,vrussell,TikTok,732283,6,0.0856,95.36,0.0152,27819,Large,Medium,High
1325,hughesjohn,Twitter,159609,1,0.0856,53.62,0.0331,39817,Small,Medium,Low
1326,harrislisa,Twitter,979041,7,0.0642,784.57,0.0344,18457,Large,Low,High
1327,jmcgee,TikTok,837988,6,0.0642,919.05,0.0376,37937,Large,Low,High
1328,xroberts,TikTok,295677,1,0.0986,428.98,0.0143,21448,Small,Medium,Low
1329,jenniferwaller,Instagram,652369,3,0.0834,728.89,0.0486,36851,Medium,Low,Low
1330,david74,TikTok,627312,2,0.0856,862.77,0.0189,20637,Medium,Medium,Low
1331,tyleralvarado,Instagram,799076,2,0.0856,124.95,0.0272,29741,Large,Medium,Low
1332,zjones,Twitter,543904,6,0.0834,881.41,0.0402,39068,Medium,Low,High
1333,garciakatherine,LinkedIn,802596,5,0.0986,248.25,0.0344,28249,Large,Medium,Medium
1334,garciaaudrey,Facebook,352573,5,0.0834,656.5,0.0307,32256,Medium,Low,Medium
1335,ryan99,TikTok,986960,2,0.0986,799.0,0.0273,1516,Large,Medium,Low
1336,lisa32,LinkedIn,797709,3,0.102,788.29,0.0128,8150,Large,High,Low
1337,ritalynch,Instagram,200207,2,0.102,550.71,0.043,41542,Small,High,Low
1338,zbriggs,TikTok,31743,6,0.0834,224.14,0.0397,29156,Small,Low,High
1339,bradleyfox,Facebook,541500,5,0.0856,569.7,0.0238,41482,Medium,Medium,Medium
1340,michael65,TikTok,531336,3,0.0856,767.52,0.0488,31775,Medium,Medium,Low
1341,marquezedward,Instagram,833352,2,0.0986,510.63,0.0222,21979,Large,Medium,Low
1342,michaelflores,TikTok,734159,4,0.0834,787.03,0.0244,16543,Large,Low,Medium
1343,henry84,Twitter,758710,5,0.0986,279.7,0.0133,10844,Large,Medium,Medium
1344,cookjames,Instagram,75361,4,0.102,466.94,0.0261,46625,Small,High,Medium
1345,feliciabrown,Twitter,90585,6,0.0986,405.74,0.0198,3706,Small,Medium,High
1346,destinymartinez,LinkedIn,894836,3,0.102,68.89,0.0275,17940,Large,High,Low
1347,parsonsmichael,Facebook,60902,3,0.0856,940.02,0.0274,12539,Small,Medium,Low
1348,thomas49,TikTok,997063,5,0.0642,303.16,0.0459,34642,Large,Low,Medium
1349,wstevens,TikTok,91935,6,0.0834,965.17,0.0353,19968,Small,Low,High
1350,wwatson,LinkedIn,226279,1,0.0986,853.81,0.0168,34719,Small,Medium,Low
1351,reidkristine,Instagram,260702,2,0.0986,147.17,0.0315,22908,Small,Medium,Low
1352,grayrachel,Facebook,948604,6,0.102,643.57,0.0286,4194,Large,High,High
1353,johnnyphillips,TikTok,794736,6,0.0986,640.55,0.0222,19623,Large,Medium,High
1354,nicole57,LinkedIn,484213,1,0.0856,667.59,0.0144,18304,Medium,Medium,Low
1355,anthonyrobinson,Twitter,282411,1,0.0856,221.5,0.0258,47009,Small,Medium,Low
1356,jonesaustin,Facebook,789005,1,0.0834,944.87,0.0133,26825,Large,Low,Low
1357,wongyesenia,Facebook,217985,6,0.0642,493.64,0.0253,38081,Small,Low,High
1358,lrusso,LinkedIn,741190,2,0.0642,473.76,0.0412,38259,Large,Low,Low
1359,jeffreymyers,TikTok,730501,4,0.0642,540.64,0.047,33992,Large,Low,Medium
1360,gstone,LinkedIn,768063,7,0.102,472.93,0.0325,40495,Large,High,High
1361,morgancook,Instagram,134989,4,0.102,61.62,0.0404,47652,Small,High,Medium
1362,victorsmith,Twitter,271993,7,0.0856,500.73,0.0143,42706,Small,Medium,High
1363,bettyray,TikTok,707734,2,0.0856,536.5,0.0413,43412,Large,Medium,Low
1364,kfowler,Twitter,444545,1,0.0856,222.46,0.0154,26293,Medium,Medium,Low
1365,chaseronald,Instagram,782320,7,0.0986,99.67,0.0108,1908,Large,Medium,High
1366,nblake,TikTok,596499,4,0.0642,569.7,0.0247,20473,Medium,Low,Medium
1367,timothyrandall,Instagram,955823,1,0.102,244.23,0.018,46334,Large,High,Low
1368,petersonkristie,Instagram,519657,6,0.0856,558.4,0.0171,15648,Medium,Medium,High
1369,allisonpatterson,LinkedIn,596954,7,0.0642,799.0,0.0306,12233,Medium,Low,High
1370,johnsongregory,TikTok,40279,1,0.0834,992.22,0.0168,14152,Small,Low,Low
1371,mthomas,TikTok,357626,4,0.0834,333.93,0.0326,27859,Medium,Low,Medium
1372,harrisjacob,LinkedIn,455451,6,0.0856,198.72,0.0497,13098,Medium,Medium,High
1373,wstevens,Facebook,850712,2,0.0986,507.39,0.0481,25084,Large,Medium,Low
1374,dunndaniel,Instagram,116925,3,0.102,728.89,0.0319,10134,Small,High,Low
1375,hellis,Twitter,426195,3,0.0642,406.54,0.0281,23997,Medium,Low,Low
1376,davisjose,Facebook,192491,4,0.0986,143.55,0.0234,31897,Small,Medium,Medium
1377,aliciajohns,TikTok,175593,2,0.0642,612.83,0.0212,37449,Small,Low,Low
1378,bbarber,Facebook,18360,6,0.102,719.2,0.0152,41012,Small,High,High
1379,ryan77,Facebook,453178,4,0.0986,94.05,0.0381,39073,Medium,Medium,Medium
1380,stuartsmith,LinkedIn,281831,3,0.0642,458.75,0.0473,25572,Small,Low,Low
1381,mosleymark,Twitter,797021,7,0.0986,539.03,0.0332,6955,Large,Medium,High
1382,parsonsashley,Twitter,694941,1,0.0986,899.1,0.0261,26653,Large,Medium,Low
1383,carlosholt,Facebook,417403,3,0.102,906.88,0.011,44446,Medium,High,Low
1384,carrolljames,Facebook,931528,4,0.0986,454.84,0.0269,37183,Large,Medium,Medium
1385,ctorres,LinkedIn,731326,6,0.102,507.39,0.0261,49894,Large,High,High
1386,qreyes,Facebook,492350,1,0.0834,916.32,0.0303,48313,Medium,Low,Low
1387,vdavila,Facebook,836730,3,0.0834,719.2,0.0241,24014,Large,Low,Low
1388,michael65,LinkedIn,626349,6,0.0986,928.28,0.0427,44376,Medium,Medium,High
1389,justinpatel,Facebook,962720,2,0.0856,152.61,0.0236,20899,Large,Medium,Low
1390,stuartsmith,Instagram,745223,7,0.0642,801.17,0.0367,21648,Large,Low,High
1391,slambert,Facebook,678518,2,0.0642,719.56,0.0473,40618,Large,Low,Low
1392,jmcgee,TikTok,45903,3,0.0986,822.36,0.021,25464,Small,Medium,Low
1393,matthew70,TikTok,890368,2,0.0834,224.14,0.025,4418,Large,Low,Low
1394,gmcintosh,LinkedIn,839733,4,0.0986,278.42,0.015,26374,Large,Medium,Medium
1395,tammy32,Facebook,110555,2,0.0834,233.99,0.0262,29826,Small,Low,Low
1396,caitlin54,Facebook,447042,3,0.102,485.02,0.0106,46801,Medium,High,Low
1397,qfisher,Instagram,839373,4,0.102,285.16,0.0481,44773,Large,High,Medium
1398,muellerolivia,LinkedIn,683231,5,0.0834,573.91,0.0285,48404,Large,Low,Medium
1399,yrodriguez,Instagram,442369,3,0.102,817.67,0.0229,37002,Medium,High,Low
1400,davistammy,Facebook,292296,1,0.0834,282.33,0.0285,9540,Small,Low,Low
1401,julie05,Facebook,204363,6,0.0642,522.77,0.013,22338,Small,Low,High
1402,hbrooks,Twitter,719466,7,0.0856,766.12,0.0391,20064,Large,Medium,High
1403,jjones,LinkedIn,277074,4,0.0986,123.58,0.048,42911,Small,Medium,Medium
1404,sharris,TikTok,780751,5,0.102,692.69,0.0343,20496,Large,High,Medium
1405,deandawn,Facebook,374457,3,0.102,972.33,0.0143,43874,Medium,High,Low
1406,erin92,Twitter,237174,1,0.0642,233.02,0.0359,46183,Small,Low,Low
1407,gsharp,Twitter,185551,5,0.0642,376.23,0.0499,35990,Small,Low,Medium
1408,timothy62,Twitter,457912,4,0.0834,511.26,0.012,37981,Medium,Low,Medium
1409,mikaylataylor,Twitter,432493,5,0.102,252.29,0.027,10293,Medium,High,Medium
1410,amandahenry,LinkedIn,111103,3,0.0642,53.32,0.0322,19677,Small,Low,Low
1411,andrewberg,LinkedIn,416402,3,0.0834,757.24,0.0198,36647,Medium,Low,Low
1412,deandawn,Facebook,242684,4,0.0834,100.31,0.0222,4286,Small,Low,Medium
1413,gthomas,TikTok,503188,3,0.102,902.41,0.0329,13253,Medium,High,Low
1414,sarah18,TikTok,639169,7,0.0856,196.71,0.0319,44797,Medium,Medium,High
1415,thayes,LinkedIn,546723,5,0.0642,228.19,0.0404,21945,Medium,Low,Medium
1416,jeffreymyers,LinkedIn,598316,5,0.0986,406.54,0.0275,32047,Medium,Medium,Medium
1417,ulandry,TikTok,8792,5,0.0642,228.19,0.0139,23779,Small,Low,Medium
1418,montgomeryjaime,LinkedIn,790589,2,0.0986,218.75,0.0354,39011,Large,Medium,Low
1419,samantha64,Facebook,625121,6,0.0856,186.45,0.0359,34295,Medium,Medium,High
1420,dixonjulie,Instagram,409866,6,0.0642,131.64,0.0215,15788,Medium,Low,High
1421,roger15,LinkedIn,205928,7,0.102,304.18,0.0122,27448,Small,High,High
1422,jbrown,TikTok,343916,7,0.0642,444.48,0.0391,35899,Medium,Low,High
1423,brianna64,Facebook,350640,3,0.0856,428.86,0.0228,23818,Medium,Medium,Low
1424,hobrien,Instagram,930971,5,0.102,764.67,0.0286,21032,Large,High,Medium
1425,wmaxwell,Facebook,729466,1,0.0642,213.67,0.0188,42250,Large,Low,Low
1426,twagner,LinkedIn,765151,6,0.0856,612.95,0.0486,4865,Large,Medium,High
1427,kenneth65,Instagram,674358,2,0.0642,511.32,0.0138,32101,Large,Low,Low
1428,adam63,Twitter,422346,5,0.0834,938.98,0.0307,21180,Medium,Low,Medium
1429,kathymacias,TikTok,749777,6,0.0856,637.48,0.0412,5938,Large,Medium,High
1430,laurendurham,Facebook,896588,5,0.0856,597.9,0.0432,14030,Large,Medium,Medium
1431,samantha64,TikTok,392687,7,0.0986,654.96,0.0137,47181,Medium,Medium,High
1432,kristinlynch,TikTok,174019,3,0.0986,972.33,0.0168,32403,Small,Medium,Low
1433,thomas49,TikTok,316239,1,0.102,250.33,0.0101,20319,Small,High,Low
1434,tylerwilliams,Facebook,956056,3,0.0856,370.17,0.0288,1379,Large,Medium,Low
1435,james60,Facebook,379589,3,0.0642,537.16,0.0341,37433,Medium,Low,Low
1436,mary46,Instagram,661780,7,0.0642,133.68,0.0255,18006,Medium,Low,High
1437,rebekah51,TikTok,847182,2,0.102,752.11,0.0373,12003,Large,High,Low
1438,smithsusan,Twitter,126282,2,0.0986,995.79,0.0262,9208,Small,Medium,Low
1439,clementsdevin,Twitter,184415,7,0.0834,536.5,0.0473,18685,Small,Low,High
1440,sarah18,TikTok,962547,6,0.0986,51.95,0.0321,1005,Large,Medium,High
1441,emily36,LinkedIn,858607,3,0.0856,147.17,0.0212,34946,Large,Medium,Low
1442,romerocalvin,LinkedIn,60048,5,0.0642,948.58,0.0231,12045,Small,Low,Medium
1443,kevingarcia,Instagram,204883,6,0.0642,689.23,0.048,49813,Small,Low,High
1444,awilkins,Twitter,30940,6,0.102,672.02,0.0245,15010,Small,High,High
1445,benjamin31,Twitter,884325,7,0.0986,160.84,0.0249,48157,Large,Medium,High
1446,imorton,Instagram,421218,7,0.0834,136.29,0.0375,20312,Medium,Low,High
1447,kristinlynch,LinkedIn,13189,4,0.0834,146.95,0.0288,20185,Small,Low,Medium
1448,bprice,Twitter,870223,1,0.0856,517.56,0.0176,13214,Large,Medium,Low
1449,christianamy,Instagram,242274,3,0.0834,94.05,0.0247,49577,Small,Low,Low
1450,reidkristine,Twitter,804455,3,0.0986,651.68,0.0315,35337,Large,Medium,Low
1451,jenniferwaller,TikTok,559973,4,0.102,952.28,0.0335,7021,Medium,High,Medium
1452,gonzalezjulie,TikTok,417501,4,0.0856,526.7,0.0348,4408,Medium,Medium,Medium
1453,monroedavid,Facebook,25782,3,0.0986,540.02,0.0115,46017,Small,Medium,Low
1454,kgraves,Instagram,325843,4,0.102,724.29,0.0334,22416,Small,High,Medium
1455,nicholasnorton,Twitter,874750,1,0.0642,865.43,0.0328,38532,Large,Low,Low
1456,kelly58,Instagram,619988,5,0.0834,194.55,0.0347,26599,Medium,Low,Medium
1457,hughesmatthew,Instagram,586370,2,0.0856,748.28,0.0393,28935,Medium,Medium,Low
1458,christie73,Twitter,760295,7,0.0856,250.33,0.0493,40519,Large,Medium,High
1459,owensnatalie,Facebook,467682,2,0.0856,827.63,0.0454,14698,Medium,Medium,Low
1460,andersonjuan,Instagram,807240,4,0.0642,252.39,0.0275,46210,Large,Low,Medium
1461,voconnor,TikTok,829058,2,0.0834,795.29,0.038,38120,Large,Low,Low
1462,fullerchristine,TikTok,327269,4,0.0642,496.08,0.0489,30282,Small,Low,Medium
1463,gregory84,LinkedIn,237737,7,0.0834,422.04,0.0415,16087,Small,Low,High
1464,corymann,Instagram,542353,5,0.102,443.29,0.0101,28540,Medium,High,Medium
1465,alexandra95,Instagram,273069,6,0.0986,616.12,0.0139,3321,Small,Medium,High
1466,jenniferthornton,Instagram,99763,5,0.0986,213.67,0.0138,12039,Small,Medium,Medium
1467,oprice,Twitter,65485,4,0.0856,521.24,0.0479,6846,Small,Medium,Medium
1468,williamwyatt,Facebook,975229,6,0.0834,870.78,0.0238,42450,Large,Low,High
1469,christopher68,LinkedIn,494381,1,0.0856,578.63,0.0265,6868,Medium,Medium,Low
1470,kaitlynvalentine,LinkedIn,780763,5,0.0834,696.43,0.0197,34792,Large,Low,Medium
1471,davistammy,Instagram,831495,2,0.0834,450.62,0.04,35446,Large,Low,Low
1472,rhicks,Twitter,670064,7,0.102,965.86,0.0143,13663,Large,High,High
1473,dnguyen,Instagram,38153,3,0.0834,89.54,0.0219,10750,Small,Low,Low
1474,josephjordan,Twitter,951359,6,0.0642,129.24,0.0392,26036,Large,Low,High
1475,smithtimothy,LinkedIn,39355,2,0.0986,137.36,0.0278,40953,Small,Medium,Low
1476,vgriffith,Facebook,851994,4,0.102,243.95,0.0429,39232,Large,High,Medium
1477,richardspatrick,Facebook,269760,5,0.0642,507.99,0.0191,42247,Small,Low,Medium
1478,garciasarah,Instagram,407656,5,0.0986,429.01,0.0234,5844,Medium,Medium,Medium
1479,eugene39,Twitter,762578,1,0.0642,150.36,0.0224,24397,Large,Low,Low
1480,ngray,TikTok,827280,6,0.0834,517.56,0.0108,30387,Large,Low,High
1481,xfreeman,Facebook,509590,7,0.102,431.19,0.0323,49058,Medium,High,High
1482,kevingarcia,Twitter,901827,6,0.0856,926.81,0.0391,23138,Large,Medium,High
1483,karenbarron,TikTok,100956,3,0.0642,870.78,0.0369,44345,Small,Low,Low
